datadate,itime_m,index_level_iday,date_alt,hour,min
02jan2020,01jan1960 09:30:00,.9979147,"20200102",9,30
02jan2020,01jan1960 09:40:00,.9931983,"20200102",9,40
02jan2020,01jan1960 09:50:00,.989209,"20200102",9,50
02jan2020,01jan1960 10:00:00,.9859835,"20200102",10,0
02jan2020,01jan1960 10:10:00,.9868101,"20200102",10,10
02jan2020,01jan1960 10:20:00,.9882895,"20200102",10,20
02jan2020,01jan1960 10:30:00,.9838548,"20200102",10,30
02jan2020,01jan1960 10:40:00,.9850209,"20200102",10,40
02jan2020,01jan1960 10:50:00,.985492,"20200102",10,50
02jan2020,01jan1960 11:00:00,.9842294,"20200102",11,0
02jan2020,01jan1960 11:10:00,.9822077,"20200102",11,10
02jan2020,01jan1960 11:20:00,.9821771,"20200102",11,20
02jan2020,01jan1960 11:30:00,.9836223,"20200102",11,30
02jan2020,01jan1960 11:40:00,.9842836,"20200102",11,40
02jan2020,01jan1960 11:50:00,.9833065,"20200102",11,50
02jan2020,01jan1960 12:00:00,.9839689,"20200102",12,0
02jan2020,01jan1960 12:10:00,.9837366,"20200102",12,10
02jan2020,01jan1960 12:20:00,.9829339,"20200102",12,20
02jan2020,01jan1960 12:30:00,.9823459,"20200102",12,30
02jan2020,01jan1960 12:40:00,.9809374,"20200102",12,40
02jan2020,01jan1960 12:50:00,.9797821,"20200102",12,50
02jan2020,01jan1960 13:00:00,.9799227,"20200102",13,0
02jan2020,01jan1960 13:10:00,.9799269,"20200102",13,10
02jan2020,01jan1960 13:20:00,.9802454,"20200102",13,20
02jan2020,01jan1960 13:30:00,.9801488,"20200102",13,30
02jan2020,01jan1960 13:40:00,.9802982,"20200102",13,40
02jan2020,01jan1960 13:50:00,.9801207,"20200102",13,50
02jan2020,01jan1960 14:00:00,.9791126,"20200102",14,0
02jan2020,01jan1960 14:10:00,.9796333,"20200102",14,10
02jan2020,01jan1960 14:20:00,.9796271,"20200102",14,20
02jan2020,01jan1960 14:30:00,.9793974,"20200102",14,30
02jan2020,01jan1960 14:40:00,.9797933,"20200102",14,40
02jan2020,01jan1960 14:50:00,.9799656,"20200102",14,50
02jan2020,01jan1960 15:00:00,.9795814,"20200102",15,0
02jan2020,01jan1960 15:10:00,.9799427,"20200102",15,10
02jan2020,01jan1960 15:20:00,.9797243,"20200102",15,20
02jan2020,01jan1960 15:30:00,.9798579,"20200102",15,30
02jan2020,01jan1960 15:40:00,.9794788,"20200102",15,40
02jan2020,01jan1960 15:50:00,.9793337,"20200102",15,50
02jan2020,01jan1960 16:00:00,.9806976,"20200102",16,0
03jan2020,01jan1960 09:30:00,.9807308,"20200104",9,30
03jan2020,01jan1960 09:40:00,.9719167,"20200104",9,40
03jan2020,01jan1960 09:50:00,.9712246,"20200104",9,50
03jan2020,01jan1960 10:00:00,.9719193,"20200104",10,0
03jan2020,01jan1960 10:10:00,.972388,"20200104",10,10
03jan2020,01jan1960 10:20:00,.9731265,"20200104",10,20
03jan2020,01jan1960 10:30:00,.9711259,"20200104",10,30
03jan2020,01jan1960 10:40:00,.9718766,"20200104",10,40
03jan2020,01jan1960 10:50:00,.9707824,"20200104",10,50
03jan2020,01jan1960 11:00:00,.9726999,"20200104",11,0
03jan2020,01jan1960 11:10:00,.9745331,"20200104",11,10
03jan2020,01jan1960 11:20:00,.9745477,"20200104",11,20
03jan2020,01jan1960 11:30:00,.9739518,"20200104",11,30
03jan2020,01jan1960 11:40:00,.9743065,"20200104",11,40
03jan2020,01jan1960 11:50:00,.973909,"20200104",11,50
03jan2020,01jan1960 12:00:00,.9727255,"20200104",12,0
03jan2020,01jan1960 12:10:00,.9726642,"20200104",12,10
03jan2020,01jan1960 12:20:00,.972975,"20200104",12,20
03jan2020,01jan1960 12:30:00,.9735132,"20200104",12,30
03jan2020,01jan1960 12:40:00,.9728617,"20200104",12,40
03jan2020,01jan1960 12:50:00,.9738187,"20200104",12,50
03jan2020,01jan1960 13:00:00,.9745239,"20200104",13,0
03jan2020,01jan1960 13:10:00,.975011,"20200104",13,10
03jan2020,01jan1960 13:20:00,.9741101,"20200104",13,20
03jan2020,01jan1960 13:30:00,.9734949,"20200104",13,30
03jan2020,01jan1960 13:40:00,.9734759,"20200104",13,40
03jan2020,01jan1960 13:50:00,.9729928,"20200104",13,50
03jan2020,01jan1960 14:00:00,.9736066,"20200104",14,0
03jan2020,01jan1960 14:10:00,.9740666,"20200104",14,10
03jan2020,01jan1960 14:20:00,.9740547,"20200104",14,20
03jan2020,01jan1960 14:30:00,.9745768,"20200104",14,30
03jan2020,01jan1960 14:40:00,.9741547,"20200104",14,40
03jan2020,01jan1960 14:50:00,.9739647,"20200104",14,50
03jan2020,01jan1960 15:00:00,.9734178,"20200104",15,0
03jan2020,01jan1960 15:10:00,.9734275,"20200104",15,10
03jan2020,01jan1960 15:20:00,.9728254,"20200104",15,20
03jan2020,01jan1960 15:30:00,.9734098,"20200104",15,30
03jan2020,01jan1960 15:40:00,.9741281,"20200104",15,40
03jan2020,01jan1960 15:50:00,.9745915,"20200104",15,50
03jan2020,01jan1960 16:00:00,.9762545,"20200104",16,0
06jan2020,01jan1960 09:30:00,.9793479,"20200106",9,30
06jan2020,01jan1960 09:40:00,.9776798,"20200106",9,40
06jan2020,01jan1960 09:50:00,.9753324,"20200106",9,50
06jan2020,01jan1960 10:00:00,.970911,"20200106",10,0
06jan2020,01jan1960 10:10:00,.9713424,"20200106",10,10
06jan2020,01jan1960 10:20:00,.9705236,"20200106",10,20
06jan2020,01jan1960 10:30:00,.9704071,"20200106",10,30
06jan2020,01jan1960 10:40:00,.9718903,"20200106",10,40
06jan2020,01jan1960 10:50:00,.9718564,"20200106",10,50
06jan2020,01jan1960 11:00:00,.9731002,"20200106",11,0
06jan2020,01jan1960 11:10:00,.9725223,"20200106",11,10
06jan2020,01jan1960 11:20:00,.9743664,"20200106",11,20
06jan2020,01jan1960 11:30:00,.9753467,"20200106",11,30
06jan2020,01jan1960 11:40:00,.9756774,"20200106",11,40
06jan2020,01jan1960 11:50:00,.9782827,"20200106",11,50
06jan2020,01jan1960 12:00:00,.9781027,"20200106",12,0
06jan2020,01jan1960 12:10:00,.9793736,"20200106",12,10
06jan2020,01jan1960 12:20:00,.9800129,"20200106",12,20
06jan2020,01jan1960 12:30:00,.9790279,"20200106",12,30
06jan2020,01jan1960 12:40:00,.9785284,"20200106",12,40
06jan2020,01jan1960 12:50:00,.9784927,"20200106",12,50
06jan2020,01jan1960 13:00:00,.9778484,"20200106",13,0
06jan2020,01jan1960 13:10:00,.9778891,"20200106",13,10
06jan2020,01jan1960 13:20:00,.9777286,"20200106",13,20
06jan2020,01jan1960 13:30:00,.9761503,"20200106",13,30
06jan2020,01jan1960 13:40:00,.9765858,"20200106",13,40
06jan2020,01jan1960 13:50:00,.9759492,"20200106",13,50
06jan2020,01jan1960 14:00:00,.9752566,"20200106",14,0
06jan2020,01jan1960 14:10:00,.974935,"20200106",14,10
06jan2020,01jan1960 14:20:00,.9730386,"20200106",14,20
06jan2020,01jan1960 14:30:00,.9730794,"20200106",14,30
06jan2020,01jan1960 14:40:00,.9720962,"20200106",14,40
06jan2020,01jan1960 14:50:00,.9721399,"20200106",14,50
06jan2020,01jan1960 15:00:00,.9720623,"20200106",15,0
06jan2020,01jan1960 15:10:00,.9726522,"20200106",15,10
06jan2020,01jan1960 15:20:00,.9727889,"20200106",15,20
06jan2020,01jan1960 15:30:00,.9729929,"20200106",15,30
06jan2020,01jan1960 15:40:00,.9727383,"20200106",15,40
06jan2020,01jan1960 15:50:00,.9721138,"20200106",15,50
06jan2020,01jan1960 16:00:00,.9717771,"20200106",16,0
07jan2020,01jan1960 09:30:00,.9698349,"20200108",9,30
07jan2020,01jan1960 09:40:00,.9747679,"20200108",9,40
07jan2020,01jan1960 09:50:00,.9751856,"20200108",9,50
07jan2020,01jan1960 10:00:00,.9720964,"20200108",10,0
07jan2020,01jan1960 10:10:00,.9732954,"20200108",10,10
07jan2020,01jan1960 10:20:00,.974552,"20200108",10,20
07jan2020,01jan1960 10:30:00,.9756949,"20200108",10,30
07jan2020,01jan1960 10:40:00,.9758866,"20200108",10,40
07jan2020,01jan1960 10:50:00,.9749644,"20200108",10,50
07jan2020,01jan1960 11:00:00,.9732385,"20200108",11,0
07jan2020,01jan1960 11:10:00,.9739873,"20200108",11,10
07jan2020,01jan1960 11:20:00,.9723119,"20200108",11,20
07jan2020,01jan1960 11:30:00,.9705539,"20200108",11,30
07jan2020,01jan1960 11:40:00,.9704248,"20200108",11,40
07jan2020,01jan1960 11:50:00,.9692952,"20200108",11,50
07jan2020,01jan1960 12:00:00,.9675961,"20200108",12,0
07jan2020,01jan1960 12:10:00,.9673253,"20200108",12,10
07jan2020,01jan1960 12:20:00,.9661637,"20200108",12,20
07jan2020,01jan1960 12:30:00,.9660502,"20200108",12,30
07jan2020,01jan1960 12:40:00,.9668449,"20200108",12,40
07jan2020,01jan1960 12:50:00,.9665529,"20200108",12,50
07jan2020,01jan1960 13:00:00,.9672012,"20200108",13,0
07jan2020,01jan1960 13:10:00,.9680293,"20200108",13,10
07jan2020,01jan1960 13:20:00,.9679289,"20200108",13,20
07jan2020,01jan1960 13:30:00,.9682361,"20200108",13,30
07jan2020,01jan1960 13:40:00,.9685287,"20200108",13,40
07jan2020,01jan1960 13:50:00,.9690865,"20200108",13,50
07jan2020,01jan1960 14:00:00,.9692239,"20200108",14,0
07jan2020,01jan1960 14:10:00,.970825,"20200108",14,10
07jan2020,01jan1960 14:20:00,.9726955,"20200108",14,20
07jan2020,01jan1960 14:30:00,.9728251,"20200108",14,30
07jan2020,01jan1960 14:40:00,.9728457,"20200108",14,40
07jan2020,01jan1960 14:50:00,.9724301,"20200108",14,50
07jan2020,01jan1960 15:00:00,.9725748,"20200108",15,0
07jan2020,01jan1960 15:10:00,.9719285,"20200108",15,10
07jan2020,01jan1960 15:20:00,.9719279,"20200108",15,20
07jan2020,01jan1960 15:30:00,.9718586,"20200108",15,30
07jan2020,01jan1960 15:40:00,.9716336,"20200108",15,40
07jan2020,01jan1960 15:50:00,.9709488,"20200108",15,50
07jan2020,01jan1960 16:00:00,.9724049,"20200108",16,0
08jan2020,01jan1960 09:30:00,.9726601,"20200108",9,30
08jan2020,01jan1960 09:40:00,.975688,"20200108",9,40
08jan2020,01jan1960 09:50:00,.9741131,"20200108",9,50
08jan2020,01jan1960 10:00:00,.9740081,"20200108",10,0
08jan2020,01jan1960 10:10:00,.9734715,"20200108",10,10
08jan2020,01jan1960 10:20:00,.9698876,"20200108",10,20
08jan2020,01jan1960 10:30:00,.968177,"20200108",10,30
08jan2020,01jan1960 10:40:00,.9675874,"20200108",10,40
08jan2020,01jan1960 10:50:00,.9684516,"20200108",10,50
08jan2020,01jan1960 11:00:00,.9679003,"20200108",11,0
08jan2020,01jan1960 11:10:00,.9688347,"20200108",11,10
08jan2020,01jan1960 11:20:00,.9679534,"20200108",11,20
08jan2020,01jan1960 11:30:00,.9682645,"20200108",11,30
08jan2020,01jan1960 11:40:00,.9685292,"20200108",11,40
08jan2020,01jan1960 11:50:00,.9693846,"20200108",11,50
08jan2020,01jan1960 12:00:00,.9689337,"20200108",12,0
08jan2020,01jan1960 12:10:00,.969429,"20200108",12,10
08jan2020,01jan1960 12:20:00,.9701259,"20200108",12,20
08jan2020,01jan1960 12:30:00,.9698208,"20200108",12,30
08jan2020,01jan1960 12:40:00,.9688419,"20200108",12,40
08jan2020,01jan1960 12:50:00,.9693069,"20200108",12,50
08jan2020,01jan1960 13:00:00,.9685557,"20200108",13,0
08jan2020,01jan1960 13:10:00,.9700333,"20200108",13,10
08jan2020,01jan1960 13:20:00,.9702172,"20200108",13,20
08jan2020,01jan1960 13:30:00,.9709176,"20200108",13,30
08jan2020,01jan1960 13:40:00,.9696791,"20200108",13,40
08jan2020,01jan1960 13:50:00,.968971,"20200108",13,50
08jan2020,01jan1960 14:00:00,.9686063,"20200108",14,0
08jan2020,01jan1960 14:10:00,.9676895,"20200108",14,10
08jan2020,01jan1960 14:20:00,.9669162,"20200108",14,20
08jan2020,01jan1960 14:30:00,.967512,"20200108",14,30
08jan2020,01jan1960 14:40:00,.9677727,"20200108",14,40
08jan2020,01jan1960 14:50:00,.9682838,"20200108",14,50
08jan2020,01jan1960 15:00:00,.9679071,"20200108",15,0
08jan2020,01jan1960 15:10:00,.9674387,"20200108",15,10
08jan2020,01jan1960 15:20:00,.9676145,"20200108",15,20
08jan2020,01jan1960 15:30:00,.9661978,"20200108",15,30
08jan2020,01jan1960 15:40:00,.9662415,"20200108",15,40
08jan2020,01jan1960 15:50:00,.9664356,"20200108",15,50
08jan2020,01jan1960 16:00:00,.9669882,"20200108",16,0
09jan2020,01jan1960 09:30:00,.9598525,"20200108",9,30
09jan2020,01jan1960 09:40:00,.9538864,"20200108",9,40
09jan2020,01jan1960 09:50:00,.9596631,"20200108",9,50
09jan2020,01jan1960 10:00:00,.9591205,"20200108",10,0
09jan2020,01jan1960 10:10:00,.9574739,"20200108",10,10
09jan2020,01jan1960 10:20:00,.9566327,"20200108",10,20
09jan2020,01jan1960 10:30:00,.957019,"20200108",10,30
09jan2020,01jan1960 10:40:00,.9568886,"20200108",10,40
09jan2020,01jan1960 10:50:00,.9564668,"20200108",10,50
09jan2020,01jan1960 11:00:00,.9554713,"20200108",11,0
09jan2020,01jan1960 11:10:00,.954423,"20200108",11,10
09jan2020,01jan1960 11:20:00,.9535186,"20200108",11,20
09jan2020,01jan1960 11:30:00,.9523426,"20200108",11,30
09jan2020,01jan1960 11:40:00,.951974,"20200108",11,40
09jan2020,01jan1960 11:50:00,.9499305,"20200108",11,50
09jan2020,01jan1960 12:00:00,.9496353,"20200108",12,0
09jan2020,01jan1960 12:10:00,.9505731,"20200108",12,10
09jan2020,01jan1960 12:20:00,.9497949,"20200108",12,20
09jan2020,01jan1960 12:30:00,.9500611,"20200108",12,30
09jan2020,01jan1960 12:40:00,.9517611,"20200108",12,40
09jan2020,01jan1960 12:50:00,.9516758,"20200108",12,50
09jan2020,01jan1960 13:00:00,.9519378,"20200108",13,0
09jan2020,01jan1960 13:10:00,.9514065,"20200108",13,10
09jan2020,01jan1960 13:20:00,.9502609,"20200108",13,20
09jan2020,01jan1960 13:30:00,.950502,"20200108",13,30
09jan2020,01jan1960 13:40:00,.9508096,"20200108",13,40
09jan2020,01jan1960 13:50:00,.9492562,"20200108",13,50
09jan2020,01jan1960 14:00:00,.9502749,"20200108",14,0
09jan2020,01jan1960 14:10:00,.9506076,"20200108",14,10
09jan2020,01jan1960 14:20:00,.9507225,"20200108",14,20
09jan2020,01jan1960 14:30:00,.9508671,"20200108",14,30
09jan2020,01jan1960 14:40:00,.9516727,"20200108",14,40
09jan2020,01jan1960 14:50:00,.9514829,"20200108",14,50
09jan2020,01jan1960 15:00:00,.951649,"20200108",15,0
09jan2020,01jan1960 15:10:00,.9527919,"20200108",15,10
09jan2020,01jan1960 15:20:00,.9524785,"20200108",15,20
09jan2020,01jan1960 15:30:00,.9529235,"20200108",15,30
09jan2020,01jan1960 15:40:00,.9517692,"20200108",15,40
09jan2020,01jan1960 15:50:00,.9514492,"20200108",15,50
09jan2020,01jan1960 16:00:00,.9500065,"20200108",16,0
10jan2020,01jan1960 09:30:00,.9430708,"20200110",9,30
10jan2020,01jan1960 09:40:00,.9434791,"20200110",9,40
10jan2020,01jan1960 09:50:00,.9419484,"20200110",9,50
10jan2020,01jan1960 10:00:00,.9415686,"20200110",10,0
10jan2020,01jan1960 10:10:00,.9413818,"20200110",10,10
10jan2020,01jan1960 10:20:00,.9428253,"20200110",10,20
10jan2020,01jan1960 10:30:00,.9442024,"20200110",10,30
10jan2020,01jan1960 10:40:00,.9445736,"20200110",10,40
10jan2020,01jan1960 10:50:00,.9434258,"20200110",10,50
10jan2020,01jan1960 11:00:00,.942944,"20200110",11,0
10jan2020,01jan1960 11:10:00,.9422244,"20200110",11,10
10jan2020,01jan1960 11:20:00,.9427887,"20200110",11,20
10jan2020,01jan1960 11:30:00,.943297,"20200110",11,30
10jan2020,01jan1960 11:40:00,.943639,"20200110",11,40
10jan2020,01jan1960 11:50:00,.9424089,"20200110",11,50
10jan2020,01jan1960 12:00:00,.9429564,"20200110",12,0
10jan2020,01jan1960 12:10:00,.9453962,"20200110",12,10
10jan2020,01jan1960 12:20:00,.9456723,"20200110",12,20
10jan2020,01jan1960 12:30:00,.9456533,"20200110",12,30
10jan2020,01jan1960 12:40:00,.9454232,"20200110",12,40
10jan2020,01jan1960 12:50:00,.9446647,"20200110",12,50
10jan2020,01jan1960 13:00:00,.9445407,"20200110",13,0
10jan2020,01jan1960 13:10:00,.9444999,"20200110",13,10
10jan2020,01jan1960 13:20:00,.9445649,"20200110",13,20
10jan2020,01jan1960 13:30:00,.9452588,"20200110",13,30
10jan2020,01jan1960 13:40:00,.9454152,"20200110",13,40
10jan2020,01jan1960 13:50:00,.9453339,"20200110",13,50
10jan2020,01jan1960 14:00:00,.9451259,"20200110",14,0
10jan2020,01jan1960 14:10:00,.945327,"20200110",14,10
10jan2020,01jan1960 14:20:00,.9448439,"20200110",14,20
10jan2020,01jan1960 14:30:00,.9459944,"20200110",14,30
10jan2020,01jan1960 14:40:00,.9454498,"20200110",14,40
10jan2020,01jan1960 14:50:00,.9456061,"20200110",14,50
10jan2020,01jan1960 15:00:00,.9452511,"20200110",15,0
10jan2020,01jan1960 15:10:00,.9458566,"20200110",15,10
10jan2020,01jan1960 15:20:00,.9464519,"20200110",15,20
10jan2020,01jan1960 15:30:00,.9465056,"20200110",15,30
10jan2020,01jan1960 15:40:00,.9468592,"20200110",15,40
10jan2020,01jan1960 15:50:00,.9467819,"20200110",15,50
10jan2020,01jan1960 16:00:00,.9469595,"20200110",16,0
13jan2020,01jan1960 09:30:00,.9462778,"20200112",9,30
13jan2020,01jan1960 09:40:00,.9402237,"20200112",9,40
13jan2020,01jan1960 09:50:00,.940024,"20200112",9,50
13jan2020,01jan1960 10:00:00,.9409661,"20200112",10,0
13jan2020,01jan1960 10:10:00,.9404926,"20200112",10,10
13jan2020,01jan1960 10:20:00,.9401693,"20200112",10,20
13jan2020,01jan1960 10:30:00,.9416078,"20200112",10,30
13jan2020,01jan1960 10:40:00,.9413211,"20200112",10,40
13jan2020,01jan1960 10:50:00,.9409768,"20200112",10,50
13jan2020,01jan1960 11:00:00,.9408293,"20200112",11,0
13jan2020,01jan1960 11:10:00,.9415394,"20200112",11,10
13jan2020,01jan1960 11:20:00,.9423245,"20200112",11,20
13jan2020,01jan1960 11:30:00,.9432543,"20200112",11,30
13jan2020,01jan1960 11:40:00,.9427102,"20200112",11,40
13jan2020,01jan1960 11:50:00,.9425176,"20200112",11,50
13jan2020,01jan1960 12:00:00,.9413754,"20200112",12,0
13jan2020,01jan1960 12:10:00,.9420199,"20200112",12,10
13jan2020,01jan1960 12:20:00,.9419413,"20200112",12,20
13jan2020,01jan1960 12:30:00,.9411508,"20200112",12,30
13jan2020,01jan1960 12:40:00,.9413461,"20200112",12,40
13jan2020,01jan1960 12:50:00,.94095,"20200112",12,50
13jan2020,01jan1960 13:00:00,.9402472,"20200112",13,0
13jan2020,01jan1960 13:10:00,.9393144,"20200112",13,10
13jan2020,01jan1960 13:20:00,.9387521,"20200112",13,20
13jan2020,01jan1960 13:30:00,.938446,"20200112",13,30
13jan2020,01jan1960 13:40:00,.9389134,"20200112",13,40
13jan2020,01jan1960 13:50:00,.9394319,"20200112",13,50
13jan2020,01jan1960 14:00:00,.9406263,"20200112",14,0
13jan2020,01jan1960 14:10:00,.9405225,"20200112",14,10
13jan2020,01jan1960 14:20:00,.9407151,"20200112",14,20
13jan2020,01jan1960 14:30:00,.9397964,"20200112",14,30
13jan2020,01jan1960 14:40:00,.9392954,"20200112",14,40
13jan2020,01jan1960 14:50:00,.9403534,"20200112",14,50
13jan2020,01jan1960 15:00:00,.9402999,"20200112",15,0
13jan2020,01jan1960 15:10:00,.9400716,"20200112",15,10
13jan2020,01jan1960 15:20:00,.9406502,"20200112",15,20
13jan2020,01jan1960 15:30:00,.9404399,"20200112",15,30
13jan2020,01jan1960 15:40:00,.9401789,"20200112",15,40
13jan2020,01jan1960 15:50:00,.9409955,"20200112",15,50
13jan2020,01jan1960 16:00:00,.9400572,"20200112",16,0
14jan2020,01jan1960 09:30:00,.9436289,"20200114",9,30
14jan2020,01jan1960 09:40:00,.947477,"20200114",9,40
14jan2020,01jan1960 09:50:00,.9502594,"20200114",9,50
14jan2020,01jan1960 10:00:00,.9522604,"20200114",10,0
14jan2020,01jan1960 10:10:00,.9471812,"20200114",10,10
14jan2020,01jan1960 10:20:00,.9472687,"20200114",10,20
14jan2020,01jan1960 10:30:00,.9466203,"20200114",10,30
14jan2020,01jan1960 10:40:00,.9463779,"20200114",10,40
14jan2020,01jan1960 10:50:00,.9491397,"20200114",10,50
14jan2020,01jan1960 11:00:00,.9487806,"20200114",11,0
14jan2020,01jan1960 11:10:00,.9487669,"20200114",11,10
14jan2020,01jan1960 11:20:00,.9509428,"20200114",11,20
14jan2020,01jan1960 11:30:00,.9507087,"20200114",11,30
14jan2020,01jan1960 11:40:00,.949351,"20200114",11,40
14jan2020,01jan1960 11:50:00,.9492143,"20200114",11,50
14jan2020,01jan1960 12:00:00,.9483823,"20200114",12,0
14jan2020,01jan1960 12:10:00,.9491236,"20200114",12,10
14jan2020,01jan1960 12:20:00,.9492619,"20200114",12,20
14jan2020,01jan1960 12:30:00,.9491398,"20200114",12,30
14jan2020,01jan1960 12:40:00,.9491058,"20200114",12,40
14jan2020,01jan1960 12:50:00,.9490101,"20200114",12,50
14jan2020,01jan1960 13:00:00,.9496186,"20200114",13,0
14jan2020,01jan1960 13:10:00,.9498387,"20200114",13,10
14jan2020,01jan1960 13:20:00,.9505837,"20200114",13,20
14jan2020,01jan1960 13:30:00,.9501138,"20200114",13,30
14jan2020,01jan1960 13:40:00,.9497756,"20200114",13,40
14jan2020,01jan1960 13:50:00,.9487677,"20200114",13,50
14jan2020,01jan1960 14:00:00,.9496466,"20200114",14,0
14jan2020,01jan1960 14:10:00,.9488186,"20200114",14,10
14jan2020,01jan1960 14:20:00,.9489188,"20200114",14,20
14jan2020,01jan1960 14:30:00,.9486806,"20200114",14,30
14jan2020,01jan1960 14:40:00,.9486526,"20200114",14,40
14jan2020,01jan1960 14:50:00,.949293,"20200114",14,50
14jan2020,01jan1960 15:00:00,.9491761,"20200114",15,0
14jan2020,01jan1960 15:10:00,.9491963,"20200114",15,10
14jan2020,01jan1960 15:20:00,.9495473,"20200114",15,20
14jan2020,01jan1960 15:30:00,.9501159,"20200114",15,30
14jan2020,01jan1960 15:40:00,.9497927,"20200114",15,40
14jan2020,01jan1960 15:50:00,.9504248,"20200114",15,50
14jan2020,01jan1960 16:00:00,.9520904,"20200114",16,0
15jan2020,01jan1960 09:30:00,.9460792,"20200116",9,30
15jan2020,01jan1960 09:40:00,.9412284,"20200116",9,40
15jan2020,01jan1960 09:50:00,.9444638,"20200116",9,50
15jan2020,01jan1960 10:00:00,.9438611,"20200116",10,0
15jan2020,01jan1960 10:10:00,.9427512,"20200116",10,10
15jan2020,01jan1960 10:20:00,.9420027,"20200116",10,20
15jan2020,01jan1960 10:30:00,.9428724,"20200116",10,30
15jan2020,01jan1960 10:40:00,.9425486,"20200116",10,40
15jan2020,01jan1960 10:50:00,.9408507,"20200116",10,50
15jan2020,01jan1960 11:00:00,.9421636,"20200116",11,0
15jan2020,01jan1960 11:10:00,.9411538,"20200116",11,10
15jan2020,01jan1960 11:20:00,.9400022,"20200116",11,20
15jan2020,01jan1960 11:30:00,.9414304,"20200116",11,30
15jan2020,01jan1960 11:40:00,.941161,"20200116",11,40
15jan2020,01jan1960 11:50:00,.9424705,"20200116",11,50
15jan2020,01jan1960 12:00:00,.9402953,"20200116",12,0
15jan2020,01jan1960 12:10:00,.9381001,"20200116",12,10
15jan2020,01jan1960 12:20:00,.9376369,"20200116",12,20
15jan2020,01jan1960 12:30:00,.93736,"20200116",12,30
15jan2020,01jan1960 12:40:00,.9382629,"20200116",12,40
15jan2020,01jan1960 12:50:00,.9385035,"20200116",12,50
15jan2020,01jan1960 13:00:00,.9387731,"20200116",13,0
15jan2020,01jan1960 13:10:00,.9384587,"20200116",13,10
15jan2020,01jan1960 13:20:00,.9385576,"20200116",13,20
15jan2020,01jan1960 13:30:00,.9389411,"20200116",13,30
15jan2020,01jan1960 13:40:00,.9392065,"20200116",13,40
15jan2020,01jan1960 13:50:00,.9393864,"20200116",13,50
15jan2020,01jan1960 14:00:00,.9393103,"20200116",14,0
15jan2020,01jan1960 14:10:00,.938648,"20200116",14,10
15jan2020,01jan1960 14:20:00,.9386673,"20200116",14,20
15jan2020,01jan1960 14:30:00,.938956,"20200116",14,30
15jan2020,01jan1960 14:40:00,.9394337,"20200116",14,40
15jan2020,01jan1960 14:50:00,.9400572,"20200116",14,50
15jan2020,01jan1960 15:00:00,.939647,"20200116",15,0
15jan2020,01jan1960 15:10:00,.9395571,"20200116",15,10
15jan2020,01jan1960 15:20:00,.9402426,"20200116",15,20
15jan2020,01jan1960 15:30:00,.9406074,"20200116",15,30
15jan2020,01jan1960 15:40:00,.9406167,"20200116",15,40
15jan2020,01jan1960 15:50:00,.9409565,"20200116",15,50
15jan2020,01jan1960 16:00:00,.9414138,"20200116",16,0
16jan2020,01jan1960 09:30:00,.9376768,"20200116",9,30
16jan2020,01jan1960 09:40:00,.9436199,"20200116",9,40
16jan2020,01jan1960 09:50:00,.9437363,"20200116",9,50
16jan2020,01jan1960 10:00:00,.9422979,"20200116",10,0
16jan2020,01jan1960 10:10:00,.9414421,"20200116",10,10
16jan2020,01jan1960 10:20:00,.9440598,"20200116",10,20
16jan2020,01jan1960 10:30:00,.9444724,"20200116",10,30
16jan2020,01jan1960 10:40:00,.9455591,"20200116",10,40
16jan2020,01jan1960 10:50:00,.9460829,"20200116",10,50
16jan2020,01jan1960 11:00:00,.9465357,"20200116",11,0
16jan2020,01jan1960 11:10:00,.9448885,"20200116",11,10
16jan2020,01jan1960 11:20:00,.9452511,"20200116",11,20
16jan2020,01jan1960 11:30:00,.9446175,"20200116",11,30
16jan2020,01jan1960 11:40:00,.9445183,"20200116",11,40
16jan2020,01jan1960 11:50:00,.9431477,"20200116",11,50
16jan2020,01jan1960 12:00:00,.9419994,"20200116",12,0
16jan2020,01jan1960 12:10:00,.9426038,"20200116",12,10
16jan2020,01jan1960 12:20:00,.9414293,"20200116",12,20
16jan2020,01jan1960 12:30:00,.9431598,"20200116",12,30
16jan2020,01jan1960 12:40:00,.9439936,"20200116",12,40
16jan2020,01jan1960 12:50:00,.9441494,"20200116",12,50
16jan2020,01jan1960 13:00:00,.9445882,"20200116",13,0
16jan2020,01jan1960 13:10:00,.9443156,"20200116",13,10
16jan2020,01jan1960 13:20:00,.9442573,"20200116",13,20
16jan2020,01jan1960 13:30:00,.9448749,"20200116",13,30
16jan2020,01jan1960 13:40:00,.9446285,"20200116",13,40
16jan2020,01jan1960 13:50:00,.9437985,"20200116",13,50
16jan2020,01jan1960 14:00:00,.9436079,"20200116",14,0
16jan2020,01jan1960 14:10:00,.9432877,"20200116",14,10
16jan2020,01jan1960 14:20:00,.9424636,"20200116",14,20
16jan2020,01jan1960 14:30:00,.9413503,"20200116",14,30
16jan2020,01jan1960 14:40:00,.9413461,"20200116",14,40
16jan2020,01jan1960 14:50:00,.9409205,"20200116",14,50
16jan2020,01jan1960 15:00:00,.942185,"20200116",15,0
16jan2020,01jan1960 15:10:00,.9426077,"20200116",15,10
16jan2020,01jan1960 15:20:00,.9414023,"20200116",15,20
16jan2020,01jan1960 15:30:00,.9419531,"20200116",15,30
